project_name,path,lineno,parameter,value
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_server.py,20,frequency_penalty,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,68,temperature,0.8
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,69,top_k,40
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,70,top_p,0.95
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,71,min_p,0.05
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,78,presence_penalty,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,79,frequency_penalty,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,temperature,0.8
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,top_k,40
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,top_p,0.95
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,min_p,0.05
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,presence_penalty,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/llama_cpp_python.py,20,frequency_penalty,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,26,top_p,1
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,27,min_p,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,28,temperature,0.7
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,29,max_tokens,16
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,30,repetition_penalty,1.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,18,top_p,1
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,18,min_p,0.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,18,temperature,0.7
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,18,max_tokens,16
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/providers/vllm_server.py,18,repetition_penalty,1.0
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/summarizing/tool.py,19,temperature,0.45
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/summarizing/tool.py,19,top_p,0.95
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/summarizing/tool.py,19,top_k,40
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/web_search/tool.py,17,temperature,0.45
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/web_search/tool.py,17,top_p,0.95
llama-cpp-agent,/home/aolmedo/research/repos/projects/llama-cpp-agent/src/llama_cpp_agent/tools/web_search/tool.py,17,top_k,40
ida_copilot,/home/aolmedo/research/repos/projects/ida_copilot/ida_copilot/copilot.py,19,temperature,0.2
ida_copilot,/home/aolmedo/research/repos/projects/ida_copilot/ida_copilot/copilot.py,19,model,gpt-3.5-turbo-0613
argilla,/home/aolmedo/research/repos/projects/argilla/argilla-v1/src/argilla_v1/training/openai.py,98,model,curie
argilla,/home/aolmedo/research/repos/projects/argilla/argilla-server/src/argilla_server/enums.py,43,model,model
argilla,/home/aolmedo/research/repos/projects/argilla/argilla-server/src/argilla_server/enums.py,42,model,model
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/run.py,64,top_p,0.9
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/run.py,64,temperature,1.0
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/llava/serve/gradio_utils.py,183,temperature,0.1
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/llava/serve/gradio_utils.py,114,top_p,0.9
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/llava/serve/gradio_utils.py,114,temperature,1.0
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/llava/eval/video/general_utils.py,455,top_p,0.9
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/llava/eval/video/general_utils.py,455,temperature,1.0
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/captioner/app.py,141,temperature,1.0
ShareGPT4Video,/home/aolmedo/research/repos/projects/ShareGPT4Video/captioner/app.py,141,repetition_penalty,1.0
IncognitoPilot,/home/aolmedo/research/repos/projects/IncognitoPilot/services/services/llm/llama/llama_tgi.py,63,temperature,0.75
IncognitoPilot,/home/aolmedo/research/repos/projects/IncognitoPilot/services/services/llm/llama/llama_replicate.py,13,temperature,0.01
IncognitoPilot,/home/aolmedo/research/repos/projects/IncognitoPilot/services/services/llm/gpt/gpt.py,20,temperature,0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/memory/long_term/backends/pinecone.py,102,top_k,1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/huggingface.py,20,model,huggingface/BAAI/bge-large-zh
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/huggingface.py,8,model,huggingface/BAAI/bge-large-zh
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/gemini.py,17,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/gemini.py,5,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/watsonx.py,15,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/watsonx.py,5,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/mistral.py,15,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/mistral.py,5,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/vertexai.py,24,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/vertexai.py,7,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/openai.py,37,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/openai.py,5,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/bedrock.py,15,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/bedrock.py,5,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/cohere.py,16,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/components/embedders/cohere.py,5,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/utils/utils.py,28,max_tokens,8192
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/opensearch/opensearch.py,338,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/opensearch/opensearch.py,471,top_k,100
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/elasticsearch/elasticsearch.py,296,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/elasticsearch/elasticsearch.py,437,top_k,100
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/pgvector/pgvector.py,1062,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/pgvector/pgvector.py,1147,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/pgvector/pgvector.py,1216,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/qdrant/qdrant.py,571,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/qdrant/qdrant.py,639,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/storages/vector/qdrant/qdrant.py,695,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/detectors/prompt_injection_detector.py,24,model,protectai/deberta-v3-base-prompt-injection-v2
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/detectors/prompt_injection_detector.py,19,model,protectai/deberta-v3-base-prompt-injection-v2
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/detectors/pii_detector.py,24,model,iiiorg/piiranha-v1-detect-personal-information
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/detectors/pii_detector.py,19,model,iiiorg/piiranha-v1-detect-personal-information
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/knowledge_graph/retriever.py,233,top_k,50
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/knowledge_graph/retriever.py,163,top_k,50
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/parsers/mistral_ocr.py,81,model,mistral-ocr-latest
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/parsers/mistral_ocr.py,57,model,mistral-ocr-latest
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/huggingface.py,27,model,huggingface/BAAI/bge-large-zh
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/huggingface.py,84,model,huggingface/microsoft/codebert-base
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/huggingface.py,7,model,huggingface/BAAI/bge-large-zh
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/huggingface.py,61,model,huggingface/microsoft/codebert-base
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/gemini.py,28,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/gemini.py,85,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/gemini.py,7,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/gemini.py,63,model,gemini/gemini-embedding-exp-03-07
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/watsonx.py,28,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/watsonx.py,85,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/watsonx.py,7,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/watsonx.py,62,model,watsonx/ibm/slate-30m-english-rtrvr
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/mistral.py,29,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/mistral.py,86,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/mistral.py,7,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/mistral.py,63,model,mistral/mistral-embed
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/vertexai.py,26,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/vertexai.py,89,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/vertexai.py,9,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/vertexai.py,72,model,vertex_ai/text-embedding-005
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/openai.py,32,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/openai.py,99,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/openai.py,7,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/openai.py,70,model,text-embedding-3-small
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/bedrock.py,28,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/bedrock.py,85,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/bedrock.py,7,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/bedrock.py,62,model,amazon.titan-embed-text-v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/cohere.py,28,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/cohere.py,85,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/cohere.py,7,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/embedders/cohere.py,62,model,cohere/embed-english-v2.0
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/edit.py,138,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/edit.py,90,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/generation.py,167,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/generation.py,115,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/variation.py,79,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/images/variation.py,37,model,gpt-image-1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/audio/elevenlabs.py,86,model,eleven_monolingual_v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/audio/elevenlabs.py,190,model,eleven_english_sts_v2
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/audio/elevenlabs.py,61,model,eleven_monolingual_v1
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/audio/elevenlabs.py,166,model,eleven_english_sts_v2
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/retrievers/base.py,38,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/retrievers/base.py,34,top_k,10
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/recency.py,78,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/recency.py,16,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/llm.py,70,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/llm.py,29,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/cohere.py,34,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/cohere.py,35,model,cohere/rerank-v3.5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/cohere.py,17,top_k,5
dynamiq,/home/aolmedo/research/repos/projects/dynamiq/dynamiq/nodes/rankers/cohere.py,17,model,cohere/rerank-v3.5
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/mesh_xl/get_model.py,54,top_k,50
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/mesh_xl/get_model.py,54,top_p,0.95
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/mesh_xl/get_model.py,54,top_k,50
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/mesh_xl/get_model.py,54,top_p,0.95
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/x_mesh_xl/get_model.py,111,top_k,50
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/x_mesh_xl/get_model.py,111,top_p,0.95
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/x_mesh_xl/get_model.py,111,top_k,50
MeshXL,/home/aolmedo/research/repos/projects/MeshXL/models/x_mesh_xl/get_model.py,111,top_p,0.95
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/ort.py,36,model,microsoft/phi-2
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/fid.py,18,model,Intel/fid_flan_t5_base_nq
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/openvino.py,49,model,microsoft/phi-2
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/replug.py,295,model,meta-llama/Llama-2-7b-chat-hf
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/llava.py,52,model,llava-hf/llava-1.5-7b-hf
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/generators/llava.py,236,model,microsoft/Phi-3.5-vision-instruct
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/retrievers/colbert.py,13,top_k,10
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/rankers/bi_encoder_ranker.py,31,top_k,10
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/rankers/colbert.py,16,top_k,10
fastRAG,/home/aolmedo/research/repos/projects/fastRAG/fastrag/stores/plaid.py,148,top_k,10
hal9,/home/aolmedo/research/repos/projects/hal9/apps/webscrape/app.py,66,model,gpt-4o
hal9,/home/aolmedo/research/repos/projects/hal9/apps/webscrape/app.py,102,model,o1-preview
hal9,/home/aolmedo/research/repos/projects/hal9/apps/openai/app.py,10,model,o1-preview
hal9,/home/aolmedo/research/repos/projects/hal9/apps/browser/sitefind.py,13,model,llama3-70b-8192
hal9,/home/aolmedo/research/repos/projects/hal9/apps/browser/siteuse.py,50,model,gpt-4-0125-preview
hal9,/home/aolmedo/research/repos/projects/hal9/apps/browseruse/app.py,52,model,gpt-4o
hal9,/home/aolmedo/research/repos/projects/hal9/apps/deepseek/app.py,10,model,deepseek-reasoner
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/utils.py,265,model,text-embedding-3-small
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/image_agent.py,45,model,gpt-4o
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/generic.py,7,model,llama-3.1-8b-instant
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/generic.py,7,temperature,0
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/streamlit.py,10,model,gpt-4-turbo
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/pdf_to_csv.py,76,model,o4-mini
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/pdf_to_csv.py,106,model,o4-mini
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/hal9.py,6,model,llama3-70b-8192
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/hal9.py,6,temperature,0
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/python_execution.py,19,model,gpt-4-turbo
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/website.py,26,model,gpt-4
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/website.py,35,model,gpt-4
hal9,/home/aolmedo/research/repos/projects/hal9/apps/hal9/tools/text_agent.py,80,model,text-embedding-3-small
hal9,/home/aolmedo/research/repos/projects/hal9/python/hal9/complete.py,45,model,openai
hal9,/home/aolmedo/research/repos/projects/hal9/python/hal9/complete.py,168,model,openai
hal9,/home/aolmedo/research/repos/projects/hal9/python/hal9/templates/groq/app.py,8,model,llama3-70b-8192
hal9,/home/aolmedo/research/repos/projects/hal9/python/hal9/templates/openai/app.py,7,model,gpt-4
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/groq/langchain_groq/chat_models.py,400,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/groq/langchain_groq/chat_models.py,547,temperature,1e-08
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/groq/langchain_groq/chat_models.py,126,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/groq/langchain_groq/chat_models.py,126,temperature,1e-08
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/huggingface/langchain_huggingface/llms/huggingface_endpoint.py,121,top_p,0.95
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/huggingface/langchain_huggingface/llms/huggingface_endpoint.py,129,temperature,0.8
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/huggingface/langchain_huggingface/llms/huggingface_endpoint.py,45,top_p,0.95
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/huggingface/langchain_huggingface/llms/huggingface_endpoint.py,45,temperature,0.8
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,179,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,182,max_tokens,256
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,187,top_p,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,190,frequency_penalty,0
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,193,presence_penalty,0
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,57,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,57,max_tokens,256
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,57,top_p,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,57,frequency_penalty,0
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/llms/base.py,57,presence_penalty,0
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/embeddings/base.py,187,model,text-embedding-ada-002
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/openai/langchain_openai/embeddings/base.py,86,model,text-embedding-ada-002
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/chat_models.py,705,model,sonar
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/chat_models.py,708,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/chat_models.py,596,model,sonar
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/chat_models.py,596,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/embeddings.py,77,model,pplx-embed-v1-4b
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/perplexity/langchain_perplexity/embeddings.py,22,model,pplx-embed-v1-4b
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py,588,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py,600,top_p,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py,559,temperature,0.7
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py,559,top_p,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/embeddings.py,169,model,mistral-embed
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/mistralai/langchain_mistralai/embeddings.py,59,model,mistral-embed
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/fireworks/langchain_fireworks/embeddings.py,86,model,nomic-ai/nomic-embed-text-v1.5
langchain,/home/aolmedo/research/repos/projects/langchain/libs/partners/fireworks/langchain_fireworks/embeddings.py,8,model,nomic-ai/nomic-embed-text-v1.5
langchain,/home/aolmedo/research/repos/projects/langchain/libs/langchain_v1/langchain/agents/middleware/tool_emulator.py,103,temperature,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/langchain_v1/langchain/agents/middleware/tool_emulator.py,107,temperature,1
langchain,/home/aolmedo/research/repos/projects/langchain/libs/core/langchain_core/indexing/in_memory.py,29,top_k,4
langchain,/home/aolmedo/research/repos/projects/langchain/libs/core/langchain_core/indexing/in_memory.py,19,top_k,4
langchain,/home/aolmedo/research/repos/projects/langchain/libs/langchain/langchain_classic/chains/flare/base.py,278,temperature,0
AiTextDetectionBypass,/home/aolmedo/research/repos/projects/AiTextDetectionBypass/ai_scanner.py,12,model,detector_v2
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/auto_gen_agent.py,508,max_tokens,2000
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/auto_gen_agent.py,508,temperature,0.7
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/auto_gen_agent.py,541,max_tokens,2000
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/auto_gen_agent.py,541,temperature,0.7
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/agent_abilities.py,223,max_tokens,1500
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/workflow_extractor.py,305,temperature,0.1
Sage,/home/aolmedo/research/repos/projects/Sage/sagents/utils/workflow_extractor.py,305,max_tokens,2000
